AgentID,Cap,Role,Count,TO,Cap,Distance
253,2.00,class Agent.Leader,6,81,3.33,2,317,2.00,1,335,3.67,1,370,3.33,1,496,2.00,1,246,3.00,1
319,3.00,class Agent.Leader,6,268,2.67,1,138,3.00,1,438,4.00,1,14,4.33,1,40,3.67,1,421,3.00,1
416,2.67,class Agent.Leader,5,102,2.67,1,374,2.00,1,213,4.00,2,399,3.33,1,339,3.33,2
110,2.33,class Agent.Leader,5,241,2.00,1,148,4.67,2,236,3.33,1,30,2.00,1,175,2.33,1
333,1.33,class Agent.Leader,7,349,3.00,2,86,2.00,1,448,3.00,1,277,3.00,1,409,3.00,1,75,4.00,1,96,3.00,1
17,2.00,class Agent.Leader,7,115,3.67,1,197,4.67,1,242,3.00,1,445,4.00,1,133,3.67,1,397,3.33,1,36,2.67,1
481,2.33,class Agent.Leader,7,97,3.33,1,162,3.33,1,173,4.00,1,284,2.67,1,413,3.00,1,371,3.33,1,109,2.00,1
358,2.33,class Agent.Leader,7,5,3.67,1,212,2.00,1,131,5.00,1,15,4.67,1,250,2.67,1,249,4.33,1,6,3.00,1
417,3.33,class Agent.Leader,7,95,3.33,1,236,3.33,1,146,3.67,1,389,4.33,1,229,3.33,1,244,3.33,1,64,2.33,1
436,2.33,class Agent.Leader,5,12,4.33,1,429,1.67,1,149,4.00,1,442,2.33,2,384,3.33,1
108,2.67,class Agent.Leader,6,24,4.67,1,125,3.00,1,395,4.00,1,87,3.00,1,342,2.33,1,346,2.67,1
354,2.67,class Agent.Leader,7,377,4.00,1,482,2.33,1,174,3.33,1,282,4.00,1,430,4.00,1,473,4.00,1,233,3.67,1
394,3.67,class Agent.Leader,7,1,2.33,1,82,4.67,1,375,2.33,1,99,3.33,1,256,4.33,1,58,3.67,1,427,3.33,1
78,3.33,class Agent.Leader,0
464,3.67,class Agent.Leader,6,320,2.67,1,406,2.33,1,101,4.00,1,278,2.00,1,371,3.33,2,205,4.00,1
469,2.00,class Agent.Leader,9,153,3.33,1,472,3.33,1,176,2.67,1,107,3.00,1,356,2.67,1,144,4.00,1,11,3.00,1,235,3.33,1,104,3.00,1
210,1.67,class Agent.Leader,7,65,3.67,1,323,2.67,1,313,3.33,1,150,2.67,1,99,3.33,1,37,4.33,1,205,4.00,1
132,3.33,class Agent.Leader,8,151,4.00,1,364,4.00,1,203,3.33,1,295,2.67,2,307,4.33,1,32,3.00,1,478,4.00,1,342,2.33,1
292,2.67,class Agent.Leader,5,51,3.00,1,384,3.33,1,331,3.00,1,2,2.33,1,351,2.67,1
164,3.00,class Agent.Leader,6,494,3.33,1,131,5.00,1,47,4.00,1,168,3.67,1,411,2.33,1,412,3.33,1
433,2.00,class Agent.Leader,8,12,4.33,1,396,2.67,1,146,3.67,1,181,2.67,1,14,4.33,1,302,2.67,1,201,2.33,1,410,3.67,1
230,3.00,class Agent.Leader,8,77,3.67,2,317,2.00,1,226,4.33,1,31,3.33,1,158,3.33,1,492,2.67,1,71,2.67,1,386,4.00,1
423,2.67,class Agent.Leader,7,1,2.33,1,21,2.33,1,426,3.00,1,225,3.67,2,129,4.33,1,259,3.00,1,53,4.33,1
112,2.00,class Agent.Leader,7,225,3.67,1,432,3.00,1,198,4.00,1,489,3.33,1,399,3.33,1,205,4.00,1,266,2.67,1
261,4.00,class Agent.Leader,6,24,4.67,1,179,3.33,1,467,2.67,1,202,2.33,1,190,3.33,1,269,2.33,1
85,2.67,class Agent.Leader,7,204,3.00,1,257,3.67,1,189,2.67,1,121,4.00,1,325,3.33,1,15,4.67,1,2,2.33,1
114,2.33,class Agent.Leader,7,26,4.00,1,400,2.67,1,137,3.00,2,111,2.67,1,36,2.67,1,332,2.00,1,459,2.33,1
43,3.33,class Agent.Leader,7,226,4.33,1,48,3.67,1,476,4.00,1,123,2.00,1,60,3.00,1,103,2.67,2,149,4.00,1
491,2.33,class Agent.Leader,6,25,4.33,1,441,3.33,1,445,4.00,1,392,3.33,1,186,3.00,1,338,3.00,1
84,3.00,class Agent.Leader,5,490,2.67,1,113,3.33,1,296,3.00,1,322,3.67,1,435,3.33,1
341,2.67,class Agent.Leader,6,174,3.33,1,280,3.67,1,323,2.67,1,443,3.00,1,360,2.33,1,338,3.00,1
218,3.67,class Agent.Leader,7,265,2.00,1,188,2.67,1,245,4.00,1,475,3.33,1,267,3.67,1,98,4.00,1,140,3.67,2
217,3.33,class Agent.Leader,7,166,3.33,1,125,3.00,1,80,3.33,1,265,2.00,1,172,3.67,1,366,2.33,1,40,3.67,1
92,2.00,class Agent.Leader,6,335,3.67,1,275,3.33,1,452,3.67,1,101,4.00,1,7,3.00,1,246,3.00,1
348,3.33,class Agent.Leader,9,10,3.00,1,223,4.00,1,82,4.67,1,93,4.00,1,161,4.33,1,393,3.33,1,234,4.67,1,58,3.67,1,53,4.33,1
321,4.00,class Agent.Leader,6,398,4.33,1,26,4.00,1,242,3.00,1,420,3.33,1,402,3.33,1,6,3.00,1
44,3.67,class Agent.Leader,6,484,1.67,1,390,2.67,1,461,4.00,1,495,4.33,1,402,3.33,1,192,3.00,1
300,1.33,class Agent.Leader,7,173,4.00,1,33,2.67,1,258,2.67,1,245,4.00,1,180,4.00,1,337,3.33,1,141,3.33,1
279,3.33,class Agent.Leader,5,28,2.33,1,257,3.67,1,57,3.00,2,389,4.33,1,476,4.00,1
254,3.00,class Agent.Leader,8,8,2.67,1,401,2.67,1,173,4.00,1,379,3.33,1,428,2.67,1,139,2.33,1,322,3.67,1,55,2.67,1
220,1.67,class Agent.Leader,7,311,3.33,1,243,3.67,2,378,2.67,1,408,2.00,1,499,2.67,1,412,3.33,1,410,3.67,1
119,2.67,class Agent.Leader,7,404,2.33,1,280,3.67,1,177,3.00,1,365,3.67,1,21,2.33,1,452,3.67,1,186,3.00,1
368,4.00,class Agent.Leader,6,247,3.00,1,426,3.00,1,234,4.67,1,428,2.67,1,229,3.33,2,487,2.00,1
340,1.67,class Agent.Leader,5,313,3.33,2,196,2.33,1,488,4.00,1,451,2.00,1,240,3.00,1
195,1.67,class Agent.Leader,5,162,3.33,1,343,2.33,1,472,3.33,1,239,2.67,1,135,3.67,1
450,3.00,class Agent.Leader,3,193,2.00,1,324,2.67,1,201,2.33,1
145,2.00,class Agent.Leader,6,25,4.33,1,482,2.33,1,47,4.00,1,276,1.67,1,328,2.00,1,392,3.33,1
90,3.33,class Agent.Leader,6,81,3.33,2,48,3.67,1,443,3.00,1,379,3.33,2,38,3.33,1,397,3.33,1
