FROM,Cap,Role,TO,Distance
429,1.67,class Agent.Leader,168,1
108,2.67,class Agent.Leader,95,1
108,2.67,class Agent.Leader,221,1
108,2.67,class Agent.Leader,135,1
108,2.67,class Agent.Leader,467,1
108,2.67,class Agent.Leader,322,1
108,2.67,class Agent.Leader,28,1
333,1.33,class Agent.Leader,336,1
333,1.33,class Agent.Leader,126,1
333,1.33,class Agent.Leader,420,1
333,1.33,class Agent.Leader,56,1
333,1.33,class Agent.Leader,200,1
333,1.33,class Agent.Leader,460,2
256,4.33,class Agent.Leader,393,1
256,4.33,class Agent.Leader,426,1
256,4.33,class Agent.Leader,325,1
256,4.33,class Agent.Leader,140,1
256,4.33,class Agent.Leader,135,1
256,4.33,class Agent.Leader,340,1
256,4.33,class Agent.Leader,472,1
412,3.33,class Agent.Leader,349,1
412,3.33,class Agent.Leader,156,1
412,3.33,class Agent.Leader,46,1
412,3.33,class Agent.Leader,294,1
182,3.33,class Agent.Leader,295,1
182,3.33,class Agent.Leader,222,1
182,3.33,class Agent.Leader,251,2
182,3.33,class Agent.Leader,457,1
190,3.33,class Agent.Leader,300,1
190,3.33,class Agent.Leader,437,1
190,3.33,class Agent.Leader,259,1
190,3.33,class Agent.Leader,34,1
190,3.33,class Agent.Leader,394,1
190,3.33,class Agent.Leader,379,1
343,2.33,class Agent.Leader,245,1
343,2.33,class Agent.Leader,179,1
343,2.33,class Agent.Leader,258,1
343,2.33,class Agent.Leader,368,1
343,2.33,class Agent.Leader,24,1
343,2.33,class Agent.Leader,316,1
343,2.33,class Agent.Leader,479,1
462,2.67,class Agent.Leader,5,1
462,2.67,class Agent.Leader,306,1
462,2.67,class Agent.Leader,40,1
462,2.67,class Agent.Leader,26,1
462,2.67,class Agent.Leader,396,1
355,3.00,class Agent.Leader,391,1
355,3.00,class Agent.Leader,480,1
355,3.00,class Agent.Leader,191,1
355,3.00,class Agent.Leader,264,1
355,3.00,class Agent.Leader,111,1
449,1.33,class Agent.Leader,430,1
449,1.33,class Agent.Leader,198,1
449,1.33,class Agent.Leader,456,1
449,1.33,class Agent.Leader,204,1
449,1.33,class Agent.Leader,320,1
449,1.33,class Agent.Leader,79,2
449,1.33,class Agent.Leader,226,1
425,3.33,class Agent.Leader,401,1
425,3.33,class Agent.Leader,141,1
425,3.33,class Agent.Leader,234,1
425,3.33,class Agent.Leader,477,1
375,2.33,class Agent.Leader,162,1
375,2.33,class Agent.Leader,245,1
375,2.33,class Agent.Leader,261,1
375,2.33,class Agent.Leader,99,1
375,2.33,class Agent.Leader,392,2
375,2.33,class Agent.Leader,337,1
281,4.00,class Agent.Leader,401,1
281,4.00,class Agent.Leader,137,1
281,4.00,class Agent.Leader,234,1
281,4.00,class Agent.Leader,82,1
281,4.00,class Agent.Leader,161,1
281,4.00,class Agent.Leader,142,1
281,4.00,class Agent.Leader,173,1
192,3.00,class Agent.Leader,113,1
192,3.00,class Agent.Leader,415,1
192,3.00,class Agent.Leader,28,1
192,3.00,class Agent.Leader,329,1
192,3.00,class Agent.Leader,470,1
289,1.33,class Agent.Leader,239,1
289,1.33,class Agent.Leader,35,1
289,1.33,class Agent.Leader,309,1
289,1.33,class Agent.Leader,82,1
289,1.33,class Agent.Leader,142,1
289,1.33,class Agent.Leader,407,2
342,2.33,class Agent.Leader,442,1
342,2.33,class Agent.Leader,113,1
342,2.33,class Agent.Leader,279,1
342,2.33,class Agent.Leader,39,1
342,2.33,class Agent.Leader,352,1
342,2.33,class Agent.Leader,97,1
342,2.33,class Agent.Leader,395,1
257,3.67,class Agent.Leader,129,1
257,3.67,class Agent.Leader,39,1
257,3.67,class Agent.Leader,284,1
257,3.67,class Agent.Leader,7,1
257,3.67,class Agent.Leader,269,1
257,3.67,class Agent.Leader,128,1
257,3.67,class Agent.Leader,121,1
366,2.33,class Agent.Leader,129,1
366,2.33,class Agent.Leader,105,1
366,2.33,class Agent.Leader,91,1
366,2.33,class Agent.Leader,259,1
366,2.33,class Agent.Leader,492,1
366,2.33,class Agent.Leader,380,1
366,2.33,class Agent.Leader,262,1
44,3.67,class Agent.Leader,421,1
44,3.67,class Agent.Leader,263,1
44,3.67,class Agent.Leader,6,1
44,3.67,class Agent.Leader,229,1
44,3.67,class Agent.Leader,75,1
44,3.67,class Agent.Leader,440,1
332,2.00,class Agent.Leader,430,1
332,2.00,class Agent.Leader,15,1
332,2.00,class Agent.Leader,35,1
332,2.00,class Agent.Leader,453,1
332,2.00,class Agent.Leader,267,1
332,2.00,class Agent.Leader,369,1
483,3.00,class Agent.Leader,237,2
483,3.00,class Agent.Leader,450,1
483,3.00,class Agent.Leader,232,1
483,3.00,class Agent.Leader,271,1
483,3.00,class Agent.Leader,168,1
483,3.00,class Agent.Leader,14,1
483,3.00,class Agent.Leader,358,1
483,3.00,class Agent.Leader,470,1
374,2.00,class Agent.Leader,476,1
374,2.00,class Agent.Leader,314,1
374,2.00,class Agent.Leader,488,1
374,2.00,class Agent.Leader,431,1
374,2.00,class Agent.Leader,203,1
188,2.67,class Agent.Leader,393,1
188,2.67,class Agent.Leader,413,1
188,2.67,class Agent.Leader,3,1
188,2.67,class Agent.Leader,207,2
188,2.67,class Agent.Leader,161,1
188,2.67,class Agent.Leader,274,2
231,1.67,class Agent.Leader,26,1
231,1.67,class Agent.Leader,232,1
231,1.67,class Agent.Leader,14,1
231,1.67,class Agent.Leader,458,1
388,3.00,class Agent.Leader,247,1
388,3.00,class Agent.Leader,385,1
388,3.00,class Agent.Leader,307,1
388,3.00,class Agent.Leader,254,1
388,3.00,class Agent.Leader,87,1
388,3.00,class Agent.Leader,252,1
388,3.00,class Agent.Leader,492,1
388,3.00,class Agent.Leader,428,1
484,1.67,class Agent.Leader,124,1
484,1.67,class Agent.Leader,395,1
484,1.67,class Agent.Leader,384,2
484,1.67,class Agent.Leader,283,1
484,1.67,class Agent.Leader,75,1
418,2.33,class Agent.Leader,81,1
418,2.33,class Agent.Leader,207,1
418,2.33,class Agent.Leader,444,1
418,2.33,class Agent.Leader,57,1
418,2.33,class Agent.Leader,381,1
418,2.33,class Agent.Leader,205,1
20,1.67,class Agent.Leader,175,1
20,1.67,class Agent.Leader,31,1
20,1.67,class Agent.Leader,122,1
20,1.67,class Agent.Leader,384,1
20,1.67,class Agent.Leader,149,1
165,2.67,class Agent.Leader,438,1
165,2.67,class Agent.Leader,274,1
50,2.00,class Agent.Leader,398,1
50,2.00,class Agent.Leader,335,1
50,2.00,class Agent.Leader,104,1
50,2.00,class Agent.Leader,295,1
50,2.00,class Agent.Leader,311,1
50,2.00,class Agent.Leader,2,1
58,3.67,class Agent.Leader,94,1
58,3.67,class Agent.Leader,325,1
58,3.67,class Agent.Leader,309,1
58,3.67,class Agent.Leader,303,1
58,3.67,class Agent.Leader,107,1
58,3.67,class Agent.Leader,225,1
58,3.67,class Agent.Leader,205,1
58,3.67,class Agent.Leader,369,1
419,3.33,class Agent.Leader,77,1
419,3.33,class Agent.Leader,278,1
419,3.33,class Agent.Leader,424,1
419,3.33,class Agent.Leader,13,1
419,3.33,class Agent.Leader,189,1
419,3.33,class Agent.Leader,253,1
55,2.67,class Agent.Leader,309,1
55,2.67,class Agent.Leader,54,1
55,2.67,class Agent.Leader,469,1
55,2.67,class Agent.Leader,173,1
55,2.67,class Agent.Leader,71,2
177,3.00,class Agent.Leader,119,1
177,3.00,class Agent.Leader,153,1
177,3.00,class Agent.Leader,363,1
177,3.00,class Agent.Leader,246,1
177,3.00,class Agent.Leader,497,1
177,3.00,class Agent.Leader,464,1
409,3.00,class Agent.Leader,130,1
409,3.00,class Agent.Leader,211,1
409,3.00,class Agent.Leader,271,1
409,3.00,class Agent.Leader,83,1
409,3.00,class Agent.Leader,471,1
409,3.00,class Agent.Leader,431,1
409,3.00,class Agent.Leader,329,1
409,3.00,class Agent.Leader,439,1
272,2.33,class Agent.Leader,421,1
272,2.33,class Agent.Leader,435,1
272,2.33,class Agent.Leader,229,1
272,2.33,class Agent.Leader,96,1
323,2.67,class Agent.Leader,363,1
323,2.67,class Agent.Leader,338,1
323,2.67,class Agent.Leader,397,1
323,2.67,class Agent.Leader,205,1
85,2.67,class Agent.Leader,391,1
85,2.67,class Agent.Leader,306,1
85,2.67,class Agent.Leader,338,2
85,2.67,class Agent.Leader,122,1
85,2.67,class Agent.Leader,72,1
152,3.33,class Agent.Leader,133,1
152,3.33,class Agent.Leader,64,2
152,3.33,class Agent.Leader,370,1
152,3.33,class Agent.Leader,189,1
152,3.33,class Agent.Leader,432,1
152,3.33,class Agent.Leader,25,1
152,3.33,class Agent.Leader,362,1
117,3.00,class Agent.Leader,77,1
117,3.00,class Agent.Leader,280,1
117,3.00,class Agent.Leader,25,1
117,3.00,class Agent.Leader,215,1
117,3.00,class Agent.Leader,115,1
117,3.00,class Agent.Leader,441,1
436,2.33,class Agent.Leader,242,1
436,2.33,class Agent.Leader,291,1
436,2.33,class Agent.Leader,249,1
436,2.33,class Agent.Leader,47,1
436,2.33,class Agent.Leader,26,1
436,2.33,class Agent.Leader,384,1
436,2.33,class Agent.Leader,191,1
167,3.00,class Agent.Leader,386,1
167,3.00,class Agent.Leader,494,1
167,3.00,class Agent.Leader,385,1
167,3.00,class Agent.Leader,224,1
167,3.00,class Agent.Leader,63,1
167,3.00,class Agent.Leader,495,1
147,3.67,class Agent.Leader,31,1
147,3.67,class Agent.Leader,131,1
147,3.67,class Agent.Leader,26,1
147,3.67,class Agent.Leader,331,1
147,3.67,class Agent.Leader,191,1
202,2.33,class Agent.Leader,456,1
202,2.33,class Agent.Leader,413,1
202,2.33,class Agent.Leader,245,1
202,2.33,class Agent.Leader,135,1
202,2.33,class Agent.Leader,91,1
202,2.33,class Agent.Leader,134,1
404,2.33,class Agent.Leader,282,1
404,2.33,class Agent.Leader,443,1
404,2.33,class Agent.Leader,49,1
404,2.33,class Agent.Leader,226,1
404,2.33,class Agent.Leader,115,1
351,2.67,class Agent.Leader,386,1
351,2.67,class Agent.Leader,88,1
351,2.67,class Agent.Leader,450,1
351,2.67,class Agent.Leader,89,1
351,2.67,class Agent.Leader,459,1
351,2.67,class Agent.Leader,298,1
351,2.67,class Agent.Leader,201,1
351,2.67,class Agent.Leader,358,1
270,3.67,class Agent.Leader,230,1
270,3.67,class Agent.Leader,16,1
270,3.67,class Agent.Leader,23,1
270,3.67,class Agent.Leader,19,1
270,3.67,class Agent.Leader,461,1
270,3.67,class Agent.Leader,405,1
270,3.67,class Agent.Leader,313,1
114,2.33,class Agent.Leader,237,1
114,2.33,class Agent.Leader,40,1
114,2.33,class Agent.Leader,36,1
114,2.33,class Agent.Leader,311,1
114,2.33,class Agent.Leader,400,1
399,3.33,class Agent.Leader,48,1
399,3.33,class Agent.Leader,494,1
399,3.33,class Agent.Leader,491,1
399,3.33,class Agent.Leader,232,1
399,3.33,class Agent.Leader,331,1
399,3.33,class Agent.Leader,287,1
11,3.00,class Agent.Leader,239,1
11,3.00,class Agent.Leader,223,1
11,3.00,class Agent.Leader,140,1
11,3.00,class Agent.Leader,21,1
11,3.00,class Agent.Leader,240,1
11,3.00,class Agent.Leader,98,1
199,2.67,class Agent.Leader,430,1
199,2.67,class Agent.Leader,35,1
199,2.67,class Agent.Leader,243,1
199,2.67,class Agent.Leader,392,2
199,2.67,class Agent.Leader,69,1
199,2.67,class Agent.Leader,486,1
357,3.33,class Agent.Leader,15,1
357,3.33,class Agent.Leader,397,1
357,3.33,class Agent.Leader,287,1
357,3.33,class Agent.Leader,459,1
357,3.33,class Agent.Leader,499,1
357,3.33,class Agent.Leader,158,1
357,3.33,class Agent.Leader,407,2
118,1.67,class Agent.Leader,95,1
118,1.67,class Agent.Leader,130,1
118,1.67,class Agent.Leader,368,1
118,1.67,class Agent.Leader,53,2
118,1.67,class Agent.Leader,139,1
118,1.67,class Agent.Leader,477,1
118,1.67,class Agent.Leader,383,1
238,1.33,class Agent.Leader,325,1
238,1.33,class Agent.Leader,411,1
238,1.33,class Agent.Leader,34,1
238,1.33,class Agent.Leader,121,1
238,1.33,class Agent.Leader,383,1
296,3.00,class Agent.Leader,480,1
296,3.00,class Agent.Leader,364,1
296,3.00,class Agent.Leader,164,1
296,3.00,class Agent.Leader,277,1
296,3.00,class Agent.Leader,495,1
296,3.00,class Agent.Leader,458,1
296,3.00,class Agent.Leader,463,1
10,3.00,class Agent.Leader,227,1
10,3.00,class Agent.Leader,452,1
10,3.00,class Agent.Leader,153,1
10,3.00,class Agent.Leader,37,1
10,3.00,class Agent.Leader,99,1
341,2.67,class Agent.Leader,360,1
341,2.67,class Agent.Leader,491,1
341,2.67,class Agent.Leader,275,1
341,2.67,class Agent.Leader,482,1
341,2.67,class Agent.Leader,150,1
341,2.67,class Agent.Leader,197,1
92,2.00,class Agent.Leader,299,1
92,2.00,class Agent.Leader,326,1
92,2.00,class Agent.Leader,469,1
92,2.00,class Agent.Leader,25,1
92,2.00,class Agent.Leader,184,1
210,1.67,class Agent.Leader,282,1
210,1.67,class Agent.Leader,204,1
210,1.67,class Agent.Leader,37,1
210,1.67,class Agent.Leader,65,1
210,1.67,class Agent.Leader,157,1
210,1.67,class Agent.Leader,71,1
210,1.67,class Agent.Leader,464,1
17,2.00,class Agent.Leader,446,1
17,2.00,class Agent.Leader,344,1
17,2.00,class Agent.Leader,235,1
17,2.00,class Agent.Leader,331,1
17,2.00,class Agent.Leader,416,1
17,2.00,class Agent.Leader,294,1
17,2.00,class Agent.Leader,79,1
17,2.00,class Agent.Leader,68,1
373,2.67,class Agent.Leader,1,1
373,2.67,class Agent.Leader,309,1
373,2.67,class Agent.Leader,207,1
373,2.67,class Agent.Leader,437,1
373,2.67,class Agent.Leader,170,1
373,2.67,class Agent.Leader,475,1
305,3.00,class Agent.Leader,268,1
305,3.00,class Agent.Leader,171,1
305,3.00,class Agent.Leader,453,1
305,3.00,class Agent.Leader,97,1
305,3.00,class Agent.Leader,264,1
116,3.33,class Agent.Leader,56,1
116,3.33,class Agent.Leader,382,1
116,3.33,class Agent.Leader,304,1
116,3.33,class Agent.Leader,14,1
116,3.33,class Agent.Leader,222,1
116,3.33,class Agent.Leader,111,1
116,3.33,class Agent.Leader,463,1
423,2.67,class Agent.Leader,368,1
423,2.67,class Agent.Leader,61,2
423,2.67,class Agent.Leader,185,1
42,2.00,class Agent.Leader,198,1
42,2.00,class Agent.Leader,104,1
42,2.00,class Agent.Leader,427,2
42,2.00,class Agent.Leader,43,1
42,2.00,class Agent.Leader,465,1
478,4.00,class Agent.Leader,148,1
478,4.00,class Agent.Leader,247,1
478,4.00,class Agent.Leader,307,1
478,4.00,class Agent.Leader,200,1
478,4.00,class Agent.Leader,29,1
206,2.33,class Agent.Leader,138,1
206,2.33,class Agent.Leader,12,1
206,2.33,class Agent.Leader,290,1
206,2.33,class Agent.Leader,410,1
451,2.00,class Agent.Leader,84,1
451,2.00,class Agent.Leader,171,1
451,2.00,class Agent.Leader,221,1
451,2.00,class Agent.Leader,431,1
356,2.67,class Agent.Leader,446,1
356,2.67,class Agent.Leader,312,1
356,2.67,class Agent.Leader,452,1
356,2.67,class Agent.Leader,204,1
356,2.67,class Agent.Leader,49,1
356,2.67,class Agent.Leader,54,1
356,2.67,class Agent.Leader,377,1
151,4.00,class Agent.Leader,95,1
151,4.00,class Agent.Leader,148,1
151,4.00,class Agent.Leader,136,1
151,4.00,class Agent.Leader,254,1
151,4.00,class Agent.Leader,316,1
151,4.00,class Agent.Leader,283,1
151,4.00,class Agent.Leader,32,1
354,2.67,class Agent.Leader,312,1
354,2.67,class Agent.Leader,280,1
354,2.67,class Agent.Leader,266,1
354,2.67,class Agent.Leader,53,3
354,2.67,class Agent.Leader,197,1
354,2.67,class Agent.Leader,353,2
354,2.67,class Agent.Leader,381,1
310,2.67,class Agent.Leader,422,1
310,2.67,class Agent.Leader,319,1
310,2.67,class Agent.Leader,405,1
390,2.67,class Agent.Leader,8,1
390,2.67,class Agent.Leader,417,1
390,2.67,class Agent.Leader,80,1
390,2.67,class Agent.Leader,389,1
390,2.67,class Agent.Leader,461,1
390,2.67,class Agent.Leader,219,1
236,3.33,class Agent.Leader,417,1
236,3.33,class Agent.Leader,163,2
236,3.33,class Agent.Leader,75,1
236,3.33,class Agent.Leader,110,1
112,2.00,class Agent.Leader,391,1
112,2.00,class Agent.Leader,489,1
112,2.00,class Agent.Leader,68,1
112,2.00,class Agent.Leader,184,1
112,2.00,class Agent.Leader,313,1
112,2.00,class Agent.Leader,262,1
144,4.00,class Agent.Leader,74,1
144,4.00,class Agent.Leader,16,1
144,4.00,class Agent.Leader,106,1
144,4.00,class Agent.Leader,240,1
144,4.00,class Agent.Leader,330,1
144,4.00,class Agent.Leader,428,1
273,2.33,class Agent.Leader,81,1
273,2.33,class Agent.Leader,57,1
273,2.33,class Agent.Leader,82,1
273,2.33,class Agent.Leader,265,1
273,2.33,class Agent.Leader,244,1
273,2.33,class Agent.Leader,33,1
317,2.00,class Agent.Leader,74,1
317,2.00,class Agent.Leader,36,1
317,2.00,class Agent.Leader,370,1
317,2.00,class Agent.Leader,101,1
317,2.00,class Agent.Leader,225,1
324,2.67,class Agent.Leader,12,1
324,2.67,class Agent.Leader,286,1
324,2.67,class Agent.Leader,378,1
324,2.67,class Agent.Leader,448,1
324,2.67,class Agent.Leader,6,1
324,2.67,class Agent.Leader,297,1
324,2.67,class Agent.Leader,298,1
193,2.00,class Agent.Leader,160,1
193,2.00,class Agent.Leader,287,1
193,2.00,class Agent.Leader,213,1
123,2.00,class Agent.Leader,129,1
123,2.00,class Agent.Leader,67,1
123,2.00,class Agent.Leader,101,1
123,2.00,class Agent.Leader,475,1
123,2.00,class Agent.Leader,157,1
217,3.33,class Agent.Leader,7,1
217,3.33,class Agent.Leader,488,1
217,3.33,class Agent.Leader,106,1
217,3.33,class Agent.Leader,474,1
217,3.33,class Agent.Leader,364,1
217,3.33,class Agent.Leader,380,1
217,3.33,class Agent.Leader,178,1
217,3.33,class Agent.Leader,315,1
376,2.33,class Agent.Leader,476,1
376,2.33,class Agent.Leader,174,1
376,2.33,class Agent.Leader,133,1
376,2.33,class Agent.Leader,455,1
194,3.67,class Agent.Leader,476,1
194,3.67,class Agent.Leader,249,1
194,3.67,class Agent.Leader,131,1
194,3.67,class Agent.Leader,158,1
194,3.67,class Agent.Leader,302,1
194,3.67,class Agent.Leader,107,1
194,3.67,class Agent.Leader,458,1
208,1.67,class Agent.Leader,100,1
208,1.67,class Agent.Leader,494,1
208,1.67,class Agent.Leader,290,1
208,1.67,class Agent.Leader,485,1
208,1.67,class Agent.Leader,380,1
208,1.67,class Agent.Leader,226,1
208,1.67,class Agent.Leader,214,1
493,2.33,class Agent.Leader,496,1
493,2.33,class Agent.Leader,140,1
493,2.33,class Agent.Leader,280,1
493,2.33,class Agent.Leader,60,1
493,2.33,class Agent.Leader,330,1
493,2.33,class Agent.Leader,362,1
493,2.33,class Agent.Leader,472,1
41,1.00,class Agent.Leader,162,1
41,1.00,class Agent.Leader,487,1
41,1.00,class Agent.Leader,161,1
41,1.00,class Agent.Leader,265,1
41,1.00,class Agent.Leader,348,1
41,1.00,class Agent.Leader,180,1
41,1.00,class Agent.Leader,379,1
18,2.33,class Agent.Leader,421,1
18,2.33,class Agent.Leader,422,1
18,2.33,class Agent.Leader,120,1
18,2.33,class Agent.Leader,244,1
18,2.33,class Agent.Leader,146,1
109,2.00,class Agent.Leader,198,1
109,2.00,class Agent.Leader,434,1
109,2.00,class Agent.Leader,101,1
109,2.00,class Agent.Leader,65,1
109,2.00,class Agent.Leader,178,1
308,1.67,class Agent.Member,133,1
308,1.67,class Agent.Member,225,1
113,3.33,class Agent.Member,342,1
113,3.33,class Agent.Member,192,1
113,3.33,class Agent.Member,151,1
444,2.00,class Agent.Member,73,1
480,4.33,class Agent.Member,296,1
480,4.33,class Agent.Member,355,1
480,4.33,class Agent.Member,409,1
141,3.33,class Agent.Member,334,1
141,3.33,class Agent.Member,425,1
377,4.00,class Agent.Member,356,1
377,4.00,class Agent.Member,11,1
377,4.00,class Agent.Member,177,1
485,3.33,class Agent.Member,10,1
485,3.33,class Agent.Member,208,1
485,3.33,class Agent.Member,354,1
378,2.67,class Agent.Member,324,1
378,2.67,class Agent.Member,212,1
378,2.67,class Agent.Member,206,1
468,2.67,class Agent.Member,334,1
468,2.67,class Agent.Member,188,1
468,2.67,class Agent.Member,490,1
80,3.33,class Agent.Member,388,1
80,3.33,class Agent.Member,390,1
80,3.33,class Agent.Member,425,1
203,3.33,class Agent.Member,374,1
203,3.33,class Agent.Member,190,1
203,3.33,class Agent.Member,59,1
203,3.33,class Agent.Member,256,1
30,2.00,class Agent.Member,59,1
30,2.00,class Agent.Member,484,1
282,4.00,class Agent.Member,73,1
282,4.00,class Agent.Member,210,1
282,4.00,class Agent.Member,404,1
353,2.67,class Agent.Member,354,2
405,4.00,class Agent.Member,270,1
405,4.00,class Agent.Member,310,1
405,4.00,class Agent.Member,55,1
405,4.00,class Agent.Member,125,1
106,4.00,class Agent.Member,166,1
106,4.00,class Agent.Member,182,1
106,4.00,class Agent.Member,144,1
106,4.00,class Agent.Member,151,1
106,4.00,class Agent.Member,217,1
71,2.67,class Agent.Member,55,2
71,2.67,class Agent.Member,210,1
265,2.00,class Agent.Member,41,1
265,2.00,class Agent.Member,273,1
265,2.00,class Agent.Member,289,1
172,3.67,class Agent.Member,429,1
172,3.67,class Agent.Member,321,1
392,3.33,class Agent.Member,375,2
392,3.33,class Agent.Member,199,2
309,3.67,class Agent.Member,55,1
309,3.67,class Agent.Member,58,1
309,3.67,class Agent.Member,289,1
309,3.67,class Agent.Member,373,1
49,3.00,class Agent.Member,356,1
49,3.00,class Agent.Member,425,2
49,3.00,class Agent.Member,404,1
197,4.67,class Agent.Member,354,1
197,4.67,class Agent.Member,341,1
197,4.67,class Agent.Member,404,1
119,2.67,class Agent.Member,177,1
472,3.33,class Agent.Member,256,1
472,3.33,class Agent.Member,210,2
472,3.33,class Agent.Member,493,1
472,3.33,class Agent.Member,373,1
283,2.67,class Agent.Member,44,1
283,2.67,class Agent.Member,272,1
283,2.67,class Agent.Member,484,1
283,2.67,class Agent.Member,151,1
120,3.33,class Agent.Member,18,1
120,3.33,class Agent.Member,305,1
40,3.67,class Agent.Member,114,1
40,3.67,class Agent.Member,462,1
487,2.00,class Agent.Member,41,1
487,2.00,class Agent.Member,373,1
396,2.67,class Agent.Member,374,2
396,2.67,class Agent.Member,462,1
370,3.33,class Agent.Member,76,1
370,3.33,class Agent.Member,152,1
370,3.33,class Agent.Member,317,1
228,2.67,class Agent.Member,73,1
228,2.67,class Agent.Member,11,1
180,4.00,class Agent.Member,41,1
180,4.00,class Agent.Member,388,1
180,4.00,class Agent.Member,334,1
180,4.00,class Agent.Member,132,1
149,4.00,class Agent.Member,473,1
149,4.00,class Agent.Member,20,1
3,2.67,class Agent.Member,188,1
3,2.67,class Agent.Member,125,1
178,3.00,class Agent.Member,310,1
178,3.00,class Agent.Member,193,1
178,3.00,class Agent.Member,109,1
178,3.00,class Agent.Member,217,1
344,2.00,class Agent.Member,17,1
344,2.00,class Agent.Member,376,1
344,2.00,class Agent.Member,248,1
369,2.00,class Agent.Member,58,1
369,2.00,class Agent.Member,332,1
369,2.00,class Agent.Member,92,1
26,4.00,class Agent.Member,436,1
26,4.00,class Agent.Member,147,1
26,4.00,class Agent.Member,462,1
