Agent ID,Area ID,x,y,Resource: 1,Resource: 2,Resource: 3,Resouce Average,Leader Evaluation,Member Evaluation,Allocated Subtasks,Refused Subtasks,Member Count,Leader Count
293,1,11,40,1,1,1,1.0,0.9539230956816009,0.12061307839546638,370,9,14739,85263
334,0,0,0,5,2,2,3.0,0.9998177721507931,0.2352169928181225,123,0,9427,90575
264,1,22,31,4,1,3,2.6666666666666665,0.9979743560900542,0.2968598963358641,4815,157,34194,65808
479,0,1,17,1,3,3,2.3333333333333335,0.9999922427727953,0.06663666410040218,4549,158,32423,67579
67,0,20,20,1,4,2,2.3333333333333335,0.9924574189754231,0.16005864109413884,3309,104,27789,72213
73,2,33,16,1,4,2,2.3333333333333335,0.9952622898802421,0.3016132692796712,1589,63,19850,80152
442,1,3,49,1,4,2,2.3333333333333335,0.9971898658303651,0.1053522439082084,48,0,10069,89933
456,0,13,12,1,5,4,3.3333333333333335,0.9999995890797553,0.149249763948055,13661,570,74035,25967
132,0,0,24,4,4,2,3.3333333333333335,0.980976048320938,0.13764606790037698,49,0,8658,91344
474,0,14,17,5,3,3,3.6666666666666665,0.990798373100405,0.08516228216961597,63,0,10099,89903
195,0,19,12,1,2,2,1.6666666666666667,0.9999997731066272,0.13630256146272213,58,0,10038,89964
469,2,31,10,1,1,4,2.0,0.9732583687700527,0.25460094612982975,3864,126,34074,65928
154,3,25,47,4,1,3,2.6666666666666665,0.9999836254740626,0.0965216190558866,3720,88,27775,72227
429,3,34,46,2,2,1,1.6666666666666667,0.9571258889771892,0.08170932330281627,55,0,10242,89760
187,1,6,29,1,5,4,3.3333333333333335,0.9471305828990672,0.10949807822601515,46,0,10851,89151
58,2,26,7,5,1,5,3.6666666666666665,0.9996163070446469,0.18960456039172036,8968,383,49377,50625
178,3,33,28,4,1,4,3.0,0.9456979581239348,0.22560591814980113,5593,231,37058,62944
463,1,10,44,2,4,2,2.6666666666666665,0.9935898776102162,0.13160034572250529,51,0,10384,89618
242,3,39,32,5,2,2,3.0,0.9983181558746483,0.14264761168203136,4974,179,28661,71341
