AgentID,Cap,Role
220,1.67,class Agent.Leader,3,286,4.33,410,3.67,102,2.67
164,3.00,class Agent.Leader,5,47,4.00,347,2.67,494,3.33,189,2.67,270,3.67
477,4.00,class Agent.Leader,6,285,2.33,255,4.00,135,3.67,3,2.67,422,2.33,180,4.00
327,1.33,class Agent.Leader,4,140,3.67,356,2.67,144,4.00,386,4.00
137,3.00,class Agent.Leader,4,141,3.33,33,2.67,80,3.33,269,2.33
204,3.00,class Agent.Leader,5,404,2.33,140,3.67,46,3.00,208,1.67,280,3.67
423,2.67,class Agent.Leader,5,53,4.33,487,2.00,129,4.33,259,3.00,21,2.33
318,2.00,class Agent.Leader,5,243,3.67,498,3.00,15,4.67,443,3.00,263,3.33
484,1.67,class Agent.Leader,3,457,3.33,192,3.00,70,3.67
248,2.00,class Agent.Leader,5,291,2.67,384,3.33,349,3.00,378,2.67,439,3.33
453,3.67,class Agent.Leader,3,286,4.33,287,4.33,175,2.33
112,2.00,class Agent.Leader,5,399,3.33,76,2.67,225,3.67,454,1.33,266,2.67
341,2.67,class Agent.Leader,5,13,2.33,443,3.00,320,2.67,360,2.33,338,3.00
17,2.00,class Agent.Leader,5,459,2.33,286,4.33,36,2.67,445,4.00,115,3.67
458,4.33,class Agent.Leader,4,75,4.00,213,4.00,349,3.00,160,3.67
50,2.00,class Agent.Leader,4,357,3.33,412,3.33,191,4.00,198,4.00
434,4.33,class Agent.Leader,6,142,3.67,57,3.00,155,1.67,383,3.33,474,3.67,426,3.00
416,2.67,class Agent.Leader,5,399,3.33,339,3.33,51,3.00,89,2.67,374,2.00
324,2.67,class Agent.Leader,3,169,3.67,168,3.67,193,2.00
73,2.33,class Agent.Leader,5,61,2.33,496,2.00,10,3.00,65,3.67,91,3.00
217,3.33,class Agent.Leader,6,172,3.67,366,2.33,166,3.33,296,3.00,40,3.67,167,3.00
450,3.00,class Agent.Leader,3,402,3.33,214,3.33,408,2.00
292,2.67,class Agent.Leader,4,51,3.00,194,3.67,429,1.67,12,4.33
265,2.00,class Agent.Leader,6,98,4.00,118,1.67,421,3.00,426,3.00,428,2.67,490,2.67
